Date/Time,BLOCK1:ZONE2:Zone Thermostat Operative Temperature [C](Hourly),BLOCK1:ZONE1:Zone Thermostat Operative Temperature [C](Hourly),BLOCK2:ZONE2:Zone Thermostat Operative Temperature [C](Hourly),BLOCK2:ZONE1:Zone Thermostat Operative Temperature [C](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK2:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK2:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK2:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK2:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly) 
 06/27  09:00:00,24.568912561811764,24.780251532136,24.62023608866781,24.574410891402014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/27  10:00:00,26.03782331842615,26.61085901776268,26.13588567148226,26.12746082166616,0.0,227.182751715802,66.96260946237817,8.955131534334615,0.0,0.0,0.0,0.0 
 06/27  11:00:00,27.684778815121426,27.723721634517716,27.74547245222936,27.756287454049005,160.23280253128024,962.5970380552965,798.4705022947172,301.4118718508672,0.0,0.0,0.0,0.0 
 06/27  12:00:00,27.835196754256714,27.807612751344962,27.93722922351501,27.976576296269535,324.1869435125938,1321.1939470010352,1475.7493028200383,663.9144928369251,0.0,0.0,0.0,0.0 
 06/27  13:00:00,27.852337720101552,27.867549337646746,27.90956290135266,27.91719044275561,549.1938440998056,1508.5909591075842,2041.6886463882543,759.727113043602,0.0,0.0,0.0,0.0 
 06/27  14:00:00,27.867650477004993,27.888577352401143,27.873433918458545,27.846415537517228,778.5286984885126,2895.6304615479794,2993.97271270096,1260.1876393611471,0.0,0.0,0.0,0.0 
 06/27  15:00:00,27.834321837072658,27.85435974332979,27.84269429187283,27.803395304478446,1485.123611746389,4216.566660028173,4213.6367677605285,1609.3868393380762,0.0,0.0,0.0,0.0 
 06/27  16:00:00,27.82188424059254,27.835920737535382,27.835386393234252,27.789386545555814,1587.2309081614012,4254.396358000296,4453.0659873920995,1641.4184984021867,0.0,0.0,0.0,0.0 
 06/27  17:00:00,27.74063158824442,27.69762276636065,27.737537930893616,27.716053650067916,1225.786605888642,3020.438661431442,3513.367521637396,1308.1078714337034,0.0,0.0,0.0,0.0 
 06/27  18:00:00,27.607991925296446,27.54535480812099,27.602107259720057,27.61344601006436,838.9065179165917,2055.8058052799147,2634.3882653972555,1008.0354742909681,0.0,0.0,0.0,0.0 
 06/27  19:00:00,27.58146342235612,27.556741103166537,27.57479786718116,27.588423250114765,350.54800907902506,900.7256961219526,1526.066768130662,629.1692602559078,0.0,0.0,0.0,0.0 
 06/27  20:00:00,27.611534022777697,27.596529175418922,27.57902780904129,27.59233347370732,121.8257750169085,359.3784850850625,726.8905117393467,274.0403785225619,0.0,0.0,0.0,0.0 
 06/27  21:00:00,27.619302807129664,27.601478177863502,27.578408632021528,27.591970290033554,63.220341753000426,225.7331110264393,474.8473509170434,177.38449628257544,0.0,0.0,0.0,0.0 
 06/27  22:00:00,27.635184212931975,27.61987483626897,27.597613027331843,27.610486291715453,26.93118683694726,134.23992444703714,324.52529915679935,117.06141496345447,0.0,0.0,0.0,0.0 
 06/27  23:00:00,27.639786343655345,27.633701663039993,27.61843480065501,27.628907594850702,1.372771191796947,64.67568378725787,213.42492089809255,73.82773118643267,0.0,0.0,0.0,0.0 
 06/27  24:00:00,24.613361716723603,26.283471839226507,27.716466826790025,27.71733966264565,0.0,0.0,111.4730591515045,33.43917802987319,0.0,0.0,0.0,0.0 
 06/28  01:00:00,24.078277727014324,24.28899119178089,27.692512362793487,27.694393581779522,0.0,0.0,22.665862380878178,4.204035047474256,0.0,0.0,0.0,0.0 
 06/28  02:00:00,24.43160068754635,23.9045525743825,24.459946523413464,24.470774975567032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  03:00:00,23.95468759078939,24.725681561140814,24.270988445068575,24.351810695094066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  04:00:00,24.098086837626916,24.32135508426316,24.401808445500485,23.71857687610074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  05:00:00,23.38301977617896,23.483845041047033,23.621957915603012,23.35682976513092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  06:00:00,22.6122966106397,22.699476378314138,22.810811875951995,22.78908167986848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  07:00:00,23.563148344518613,23.805000875610897,23.765357762542187,23.04143004133155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  08:00:00,22.944134255368787,23.11992077789955,23.113806981969272,22.899570754977866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  09:00:00,22.97330680401509,23.16942844339237,23.19165612359027,23.01309779070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  10:00:00,23.042055756562625,23.250275854812905,23.284126995123614,23.11644082292018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  11:00:00,23.10504427709263,23.319388301426685,23.371049959215906,23.21442833714944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  12:00:00,23.1654521730413,23.349716048229773,23.435809084435036,23.281986593676294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  13:00:00,23.23330905972189,23.384672576014857,23.520928652517227,23.338359295764214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  14:00:00,22.944940510435252,23.098930840691096,23.272286263912996,23.058591596954216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  15:00:00,22.681914596854384,22.85921433254446,23.064626275314307,22.845666990761956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  16:00:00,22.444374035746105,22.64249796518816,22.85128285443799,22.61880601381667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  17:00:00,24.53184534691333,24.886764285551635,22.573182571318913,22.33575260364612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  18:00:00,22.770561589864048,22.995521996665452,22.733806330651962,22.405068562882654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  19:00:00,21.603262312680684,21.728629952722372,23.890143559298593,23.6216083484031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  20:00:00,23.336832881552173,23.60814290923945,21.29033536507344,21.150026967700818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2020390264995346 
 06/28  21:00:00,23.584382720254474,22.12217944119677,23.382463251684,23.125142289079644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  22:00:00,23.55294790982664,22.159260529022564,23.580387096973148,23.332082726266698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  23:00:00,23.479718185027494,23.005323706566013,23.557647062277105,23.333548166104674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/28  24:00:00,23.412974980952715,23.27175969484867,23.505439951199868,23.305883382772848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  01:00:00,23.344616578705597,23.358812611306686,23.443856509853934,23.269449419128524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  02:00:00,23.282267386999095,23.384298833011854,23.385719212354676,23.22774323965561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  03:00:00,23.22479978533255,23.375682147112204,23.322242831212503,23.170333605146656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  04:00:00,23.153241679895256,23.34521654651593,23.238639791990092,23.097839352661858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  05:00:00,23.086386355880943,23.313482251181988,23.159813062780348,23.035215074738566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  06:00:00,23.082592576509853,23.33282580835508,23.13778696999016,23.031521441334405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  07:00:00,24.172503594994964,22.25968860417947,22.014619938036354,23.989541825525684,0.0,0.0,0.0,0.0,0.0,0.0,26.898365810656387,0.0 
 06/29  08:00:00,21.66681824486626,23.71967882505116,23.65183362997647,21.52736383162316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  09:00:00,22.925786478541582,22.179742884921595,22.084774545759203,22.651801474223767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  10:00:00,24.470301116509077,23.26682301458153,23.131921419627922,24.307279402563765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  11:00:00,22.830468747285433,22.70909360446966,22.731498062074543,22.703731736618717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  12:00:00,22.936011417872997,22.967589864497455,23.041867419368472,22.880335412624287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  13:00:00,23.14754207899164,23.136364334251443,23.2377827193013,23.144402996445145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  14:00:00,23.43842905399919,23.51214032400337,23.640290820237166,23.437834905891155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  15:00:00,23.8708801870762,23.977294881038837,24.05509799560606,23.876396995785754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  16:00:00,23.860126619904527,24.037164919223137,24.196873277735644,23.92539325761734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  17:00:00,23.5336389150224,23.677302944944394,23.944811987414507,23.65801297796222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  18:00:00,23.077119773668308,23.101529419474907,23.38989615657153,23.20084702244673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  19:00:00,22.32888127675264,23.908900217941596,22.6923170502605,22.486869906076606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  20:00:00,23.561407408730588,21.74566483095866,23.28902281932135,23.80161244773306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  21:00:00,23.618222753257538,23.188277949575195,23.747950285346164,23.849342983164004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  22:00:00,23.579101696944207,23.425932969162794,23.792387244690584,23.801351879226385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  23:00:00,23.535037765937687,23.51528373378281,23.769990687607763,23.738848067966988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/29  24:00:00,23.48025192919751,23.543942117251937,23.717975690797353,23.66840514637111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  01:00:00,23.419000997056006,23.53820762529606,23.65118986710136,23.593638627487945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  02:00:00,23.359010592558718,23.511532136541085,23.58099325191121,23.51626761167839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  03:00:00,23.298154203898626,23.471624114300475,23.50402481699132,23.434881464942126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  04:00:00,23.23141305345944,23.423475386493756,23.426825594977316,23.35551278995645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  05:00:00,23.179058528254934,23.384068410014095,23.3622494616398,23.29058082582558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  06:00:00,23.192006301078077,23.402963523985825,23.350257197600147,23.282272187666777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  07:00:00,22.651401816632756,23.059059456905253,22.795787754335244,22.77391268202993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  08:00:00,23.94608897390738,24.300849692688203,24.10268082318745,24.001003707060175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  09:00:00,23.428692799622855,23.544806511492055,23.431394600287632,23.301918280450003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  10:00:00,24.14805608535949,24.22945496297655,24.205917965034857,23.922124848475654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  11:00:00,25.295918195080407,25.38454272161565,25.49318519832423,25.06542419698816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
