Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](RunPeriod),Environment:Site Outdoor Air Relative Humidity [%](RunPeriod),Environment:Site Wind Speed [m/s](RunPeriod),EMS:Comfort Temperature [C](RunPeriod),EMS:Adaptive Cooling Setpoint Temperature [C](RunPeriod),EMS:Adaptive Heating Setpoint Temperature [C](RunPeriod),EMS:Adaptive Cooling Setpoint Temperature_No Tolerance [C](RunPeriod),EMS:Adaptive Heating Setpoint Temperature_No Tolerance [C](RunPeriod),EMS:Ventilation Setpoint Temperature [C](RunPeriod),EMS:Minimum Outdoor Temperature for ventilation [C](RunPeriod),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE2 [H](RunPeriod),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE1 [H](RunPeriod),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE2 [H](RunPeriod),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE1 [H](RunPeriod),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE2 [H](RunPeriod),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE1 [H](RunPeriod),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE2 [H](RunPeriod),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE1 [H](RunPeriod),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE2 [H](RunPeriod),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE1 [H](RunPeriod),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE2 [H](RunPeriod),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE1 [H](RunPeriod),EMS:Zone Floor Area_BLOCK1_ZONE2 [m2](RunPeriod),EMS:Zone Floor Area_BLOCK1_ZONE1 [m2](RunPeriod),EMS:Zone Air Volume_BLOCK1_ZONE2 [m3](RunPeriod),EMS:Zone Air Volume_BLOCK1_ZONE1 [m3](RunPeriod),EMS:Ventilation Hours_BLOCK1_ZONE2 [H](RunPeriod),EMS:Ventilation Hours_BLOCK1_ZONE1 [H](RunPeriod),BLOCK1:ZONE2:Zone Operative Temperature [C](RunPeriod),BLOCK1:ZONE1:Zone Operative Temperature [C](RunPeriod),BLOCK1:ZONE2:AFN Zone Infiltration Volume [m3](RunPeriod),BLOCK1:ZONE2:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),BLOCK1:ZONE1:AFN Zone Infiltration Volume [m3](RunPeriod),BLOCK1:ZONE1:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Whole Building:Facility Total HVAC Electricity Demand Rate [W](RunPeriod),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](RunPeriod),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](RunPeriod),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](RunPeriod),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](RunPeriod),AHST_SCH_BLOCK1_ZONE2:Schedule Value [](RunPeriod),ACST_SCH_BLOCK1_ZONE2:Schedule Value [](RunPeriod),AHST_SCH_BLOCK1_ZONE1:Schedule Value [](RunPeriod),ACST_SCH_BLOCK1_ZONE1:Schedule Value [](RunPeriod),BLOCK1:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](RunPeriod),BLOCK1:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](RunPeriod),BLOCK1:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](RunPeriod),BLOCK1:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](RunPeriod),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Cooling Electricity Energy [J](RunPeriod),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Heating Electricity Energy [J](RunPeriod),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Cooling Electricity Energy [J](RunPeriod),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Heating Electricity Energy [J](RunPeriod) 
simdays=365,10.23604166666666,79.29240867579908,3.241929223744159,22.170251251319673,29.924550426241304,19.87423079153954,30.024550426242218,19.774230791538855,25.13774677327353,-30.125769208460312,7711.5,7926.5,3691.0,3886.5,485.0,289.5,0.0,0.0,0.0,0.0,4584.0,4584.0,317127.7679999997,263634.8279999432,1109948.0640001579,922723.211999877,854.0,814.0,22.320331546550587,22.33503938315461,94555.32232499847,0.08518896098997888,79144.48666749634,0.08577272755060622,1401.9777823325062,10.236187785387907,10.213313124757265,10.236187785387907,10.213313124757265,19.87558230289256,30.015308330288406,19.876267041668218,30.010553571347163,385.75901280216874,313.0541801164516,573.0897408420908,479.98077195891483,8555684543.184141,8196121906.876886,6966037845.620597,6882690687.391764 
