Date/Time,PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort Fanger Model PMV [](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort Fanger Model PMV [](Hourly)
 03/06  16:00:00,0.11462116983233257,0.108772983007459
 03/06  17:00:00,0.10415025405302422,0.09115093117195832
 03/06  18:00:00,0.08098404005264298,0.06812779122467624
 03/06  19:00:00,0.05527977413870653,0.04326942981409698
 03/06  20:00:00,0.040911382955730147,0.03361404011939946
 03/06  21:00:00,0.05861491686691295,0.054497366114503637
 03/06  22:00:00,0.07327495976357043,0.07129756059006756
 03/06  23:00:00,0.08132241497710631,0.08079948264218578
 03/06  24:00:00,0.08493876676103335,0.08470626418907945
 03/07  01:00:00,0.0866137218686135,0.08669121039568334
 03/07  02:00:00,0.08291871772878712,0.08922149161378949
 03/07  03:00:00,0.07335925406392334,0.09140251484974449
 03/07  04:00:00,0.05429831519777715,0.08694194460555185
 03/07  05:00:00,0.016935640308581167,0.06300603504879868
 03/07  06:00:00,-0.02844970833228177,0.028272457176847816
 03/07  07:00:00,-0.07788238512858814,-0.012663352841704657
 03/07  08:00:00,-0.008990746586325229,0.04725421657007091
 03/07  09:00:00,0.1202723163751572,0.13577741252173904
 03/07  10:00:00,0.17675008485425529,0.1936341832004434
 03/07  11:00:00,0.172739726858053,0.19681632071541486
 03/07  12:00:00,0.1381767843370301,0.15986002494894348
 03/07  13:00:00,0.10742904774666506,0.1171911554646818
 03/07  14:00:00,0.10623258984814835,0.10918265899370061
 03/07  15:00:00,0.11856392900871234,0.11128284584472803
 03/07  16:00:00,0.11540007765923863,0.10492226218650799
 03/07  17:00:00,0.10799218737998058,0.09905672052043031
 03/07  18:00:00,0.0853664837279119,0.07139900965856082
 03/07  19:00:00,0.05317878780605947,0.03845973831962525
 03/07  20:00:00,0.028511832630908057,0.019014773065452303
 03/07  21:00:00,0.04879984530950357,0.04359967818541614
 03/07  22:00:00,0.06920665149118773,0.06665345856449571
 03/07  23:00:00,0.07822378679976,0.07743911211682264
 03/07  24:00:00,0.07829195889677923,0.08070850150380521
 03/08  01:00:00,0.06528119632482617,0.08521586466390914
 03/08  02:00:00,0.05085640936383847,0.08705155101085652
 03/08  03:00:00,0.026791725183705669,0.07755818190859462
 03/08  04:00:00,-0.0035096115247865019,0.05902096272200754
 03/08  05:00:00,-0.03971407506398484,0.03237991545447893
 03/08  06:00:00,-0.07567596730012388,0.004005106628621101
 03/08  07:00:00,-0.11780552124446346,-0.031913278707351559
 03/08  08:00:00,-0.0437864047573603,0.03577556247348562
 03/08  09:00:00,0.10970079259530337,0.13569394237423894
 03/08  10:00:00,0.18001887864647596,0.19897174551051409
 03/08  11:00:00,0.1780164648746984,0.2039442631061373
 03/08  12:00:00,0.1393917488785262,0.16507811259522393
 03/08  13:00:00,0.10059493687306998,0.12003582806287754
 03/08  14:00:00,0.0988187477188942,0.10965762391796348
 03/08  15:00:00,0.12335058219597657,0.1243059431575588
 03/08  16:00:00,0.1304768178578869,0.11942386877767579
 03/08  17:00:00,0.11448666915895982,0.09422513772004264
 03/08  18:00:00,0.07627400247576441,0.05043054665723453
 03/08  19:00:00,0.045635941585431379,0.025582332233730279
 03/08  20:00:00,0.02659728613648361,0.01556742663220018
 03/08  21:00:00,0.04902299337366685,0.04360539896214378
 03/08  22:00:00,0.06850825370250034,0.06568493256055488
 03/08  23:00:00,0.07804001222024768,0.0771685815708382
 03/08  24:00:00,0.08397897454895644,0.083710569088751
 03/09  01:00:00,0.0885253147310086,0.08805807491897617
 03/09  02:00:00,0.08436347824842068,0.08926985934807544
 03/09  03:00:00,0.06725537617813017,0.0903149817037027
 03/09  04:00:00,0.03844109187258692,0.08178018926716717
 03/09  05:00:00,-0.009638751051207557,0.05077149924526296
 03/09  06:00:00,-0.05734367948547656,0.016314870874305864
 03/09  07:00:00,-0.10224790222137406,-0.018462641539414065
 03/09  08:00:00,-0.14831203242689479,-0.056327834546225179
 03/09  09:00:00,-0.1353471240312164,-0.03161436064438317
 03/09  10:00:00,0.012270861324416047,0.12025521836491556
 03/09  11:00:00,0.14538936038776646,0.19413725403235833
 03/09  12:00:00,0.13837727443494086,0.16529334299303687
 03/09  13:00:00,0.10239827125728951,0.12064499151170064
 03/09  14:00:00,0.09815128857862758,0.10872469860858769
 03/09  15:00:00,0.11956854426190078,0.11912841390296358
 03/09  16:00:00,0.13207187568002388,0.12040429577862202
 03/09  17:00:00,0.12260161870817657,0.1033150609829937
 03/09  18:00:00,0.0877726899044097,0.06285255604205506
 03/09  19:00:00,0.0468108598092615,0.02532180702057264
 03/09  20:00:00,0.04005861704034626,0.028572569905548137
 03/09  21:00:00,0.0595640083206887,0.05409596452745395
 03/09  22:00:00,0.07377882238932657,0.07157176040610118
 03/09  23:00:00,0.07971820284882625,0.07946009517125757
 03/09  24:00:00,0.07988145223108587,0.08408292182312649
 03/10  01:00:00,0.07119914131896021,0.08939426773671391
 03/10  02:00:00,0.06011789115859674,0.09167038244195908
 03/10  03:00:00,0.038401208315621309,0.0892015660721793
 03/10  04:00:00,0.008523533516534569,0.07788756427018033
 03/10  05:00:00,-0.019088337587504259,0.06446331434304889
 03/10  06:00:00,-0.04477416350179049,0.04966821739436648
 03/10  07:00:00,-0.06118526958495476,0.04136839470803947
 03/10  08:00:00,-0.08141939242739069,0.02781528205549571
 03/10  09:00:00,-0.056508073885193538,0.06312571089421618
 03/10  10:00:00,0.08141487866869553,0.1648760640160761
 03/10  11:00:00,0.15824868321821423,0.1945700396827362
 03/10  12:00:00,0.13457509823184436,0.158941016766947
 03/10  13:00:00,0.09844522948631353,0.11518712131020086
 03/10  14:00:00,0.09777528802274198,0.10826518162842662
 03/10  15:00:00,0.12095424492395816,0.12083926399077665
 03/10  16:00:00,0.13207015362247125,0.12076956991385739
 03/10  17:00:00,0.118681125099754,0.09928171774793832
 03/10  18:00:00,0.08412873408676447,0.05945775040056631
 03/10  19:00:00,0.04740667133309334,0.02679124350223961
 03/10  20:00:00,0.041370779107480628,0.030641866285334185
 03/10  21:00:00,0.058913285654839737,0.05355600740987203
 03/10  22:00:00,0.07366061330059586,0.07176442423064615
 03/10  23:00:00,0.07941538996078758,0.07943171239181367
 03/10  24:00:00,0.07778115238902359,0.08319446330861516
 03/11  01:00:00,0.06913389764306242,0.0873021574759785
 03/11  02:00:00,0.0537121941347322,0.090308725564223
 03/11  03:00:00,0.032770649650797487,0.09087539219791958
 03/11  04:00:00,0.012679417827850839,0.08809734835547725
 03/11  05:00:00,-0.0064074657420146439,0.08232232793732038
 03/11  06:00:00,-0.026475566633364628,0.07264178707258054
 03/11  07:00:00,-0.04821848421653294,0.0589223599123002
 03/11  08:00:00,0.03421707186307645,0.09637364199263612
 03/11  09:00:00,0.12304323412754341,0.13262668646572368
 03/11  10:00:00,0.16378193785634699,0.17172186554595687
 03/11  11:00:00,0.16539954422844936,0.17666582711709745
 03/11  12:00:00,0.14461352640897968,0.15875486629914835
 03/11  13:00:00,0.12016762134065455,0.1301625860783213
 03/11  14:00:00,0.11065681629624173,0.1099247492726689
 03/11  15:00:00,0.1125280660972193,0.10288489269138901
 03/11  16:00:00,0.10006127055076461,0.0896019659402479
 03/11  17:00:00,0.09067880862029405,0.08237311669119843
 03/11  18:00:00,0.059048376515652607,0.05003313119541551
 03/11  19:00:00,0.05856716896946483,0.05184348438957863
 03/11  20:00:00,0.054598114119556197,0.05088294091811977
 03/11  21:00:00,0.06900493678246186,0.06656496488917467
 03/11  22:00:00,0.07876662188495942,0.07772890505769316
 03/11  23:00:00,0.08233133826449865,0.0821861124419068
 03/11  24:00:00,0.07783425867541151,0.08547116891167836
 03/12  01:00:00,0.06381650780965267,0.08681950751811678
 03/12  02:00:00,0.04156883343321101,0.08046813748710712
 03/12  03:00:00,0.010589503306594486,0.0626134208651827
 03/12  04:00:00,-0.027749934703440998,0.034751584306850009
 03/12  05:00:00,-0.06790535348581278,0.0028223101781315346
 03/12  06:00:00,-0.1083869004134714,-0.03107677898855899
 03/12  07:00:00,-0.14255379744283254,-0.06023993521373848
 03/12  08:00:00,-0.06384376384720515,0.01622953584655047
 03/12  09:00:00,0.10527449420506059,0.1362164770681497
 03/12  10:00:00,0.1805089924791713,0.2007119330304863
 03/12  11:00:00,0.17798755022873309,0.20278809671412618
 03/12  12:00:00,0.13682486725580263,0.15766771828058386
 03/12  13:00:00,0.10634280564415548,0.1125485026110016
 03/12  14:00:00,0.10234641409237255,0.09719986777952754
 03/12  15:00:00,0.11173927355006408,0.09796943675769018
 03/12  16:00:00,0.09723879513590053,0.08010923482630889
 03/12  17:00:00,0.08015727679169139,0.06590100021880582
 03/12  18:00:00,0.06571682890563827,0.05600130591368111
 03/12  19:00:00,0.0637851887182462,0.05833972388525973
 03/12  20:00:00,0.055416167067424717,0.052377547744111668
 03/12  21:00:00,0.06840071722179363,0.06604470660245099
 03/12  22:00:00,0.07896943858025235,0.07787579623739702
 03/12  23:00:00,0.08249988959311291,0.08223214531234324
 03/12  24:00:00,0.08525932755431258,0.08505893146365731
 03/13  01:00:00,0.08892578554347233,0.0880635950259804
 03/13  02:00:00,0.09252835568278452,0.09112994821823481
 03/13  03:00:00,0.09390595583061064,0.09263202214609533
 03/13  04:00:00,0.09032653607298999,0.09347743109097655
 03/13  05:00:00,0.0749047354878352,0.0870069416209119
 03/13  06:00:00,0.0639087622395556,0.0916471377172745
 03/13  07:00:00,0.057250922158943898,0.09103972048742087
 03/13  08:00:00,0.09887300851402507,0.11945672206306343
 03/13  09:00:00,0.12441716825146179,0.12869360013298027
 03/13  10:00:00,0.12347838938427705,0.12435177409041136
 03/13  11:00:00,0.12579897555287307,0.12603509030931699
 03/13  12:00:00,0.12406043769964118,0.12469863854337557
 03/13  13:00:00,0.11723162777743809,0.11815265241826192
 03/13  14:00:00,0.11577980932718216,0.11656125599895935
 03/13  15:00:00,0.1078025867611482,0.1077459157537296
 03/13  16:00:00,0.10020960670317707,0.09942296628782839
 03/13  17:00:00,0.09445771248337082,0.09323053973776283
 03/13  18:00:00,0.0864894670309559,0.08542192753509732
 03/13  19:00:00,0.08274662719399487,0.08116966321623209
 03/13  20:00:00,0.06575266331678698,0.0643432795033285
 03/13  21:00:00,0.06740536558811686,0.06903390375051824
 03/13  22:00:00,0.0633320574407936,0.07485358551639405
 03/13  23:00:00,0.05319719188008413,0.0751867251955202
 03/13  24:00:00,0.0496775665858204,0.08011358255263093
 03/14  01:00:00,0.037249263324536419,0.07459118200644939
 03/14  02:00:00,0.017449632170307463,0.06058393118042652
 03/14  03:00:00,-0.009614681811898486,0.0385398782083856
 03/14  04:00:00,-0.040435917508035119,0.011914004597866894
 03/14  05:00:00,-0.08050608557620781,-0.024313821089239918
 03/14  06:00:00,-0.1274228209922263,-0.06772973133738576
 03/14  07:00:00,-0.16936745290553247,-0.10677043358013165
 03/14  08:00:00,-0.0744310527690244,-0.015529529646900367
 03/14  09:00:00,0.07810547989423457,0.09931409244517203
 03/14  10:00:00,0.13367503530211023,0.13793046617245059
 03/14  11:00:00,0.17378317002627748,0.18978014443499589
 03/14  12:00:00,0.17346063935605175,0.20183803192610542
 03/14  13:00:00,0.13125389459384974,0.16063451446852723
 03/14  14:00:00,0.11165704086008055,0.12669372645656949
 03/14  15:00:00,0.1282868603971812,0.12647453780424837
 03/14  16:00:00,0.1245383325673799,0.11319476927649785
 03/14  17:00:00,0.11165216119074509,0.09557688916614193
 03/14  18:00:00,0.08612431214239437,0.06873641574229127
 03/14  19:00:00,0.05059266341382505,0.033474755478538929
 03/14  20:00:00,0.025772112601557746,0.015205094836772024
 03/14  21:00:00,0.04793060635907064,0.042294724168322358
 03/14  22:00:00,0.06792954953436094,0.06515010202463989
 03/14  23:00:00,0.0760262616623915,0.07535168286185415
 03/14  24:00:00,0.07357993736286853,0.08047035925127245
 03/15  01:00:00,0.05915486554021261,0.08155097998673351
 03/15  02:00:00,0.03264612278383499,0.07146047103198063
 03/15  03:00:00,0.0012773439458141853,0.0534283046440923
 03/15  04:00:00,-0.033232408246347,0.02962969892977374
 03/15  05:00:00,-0.061777810309978049,0.009203558738247448
 03/15  06:00:00,-0.0999631641485238,-0.022185877257898624
 03/15  07:00:00,-0.13884905867492124,-0.05557313139686213
 03/15  08:00:00,-0.04474745900899026,0.03022755141443239
 03/15  09:00:00,0.11986779309840665,0.14311153422976226
 03/15  10:00:00,0.18074176960175165,0.19926720742740179
 03/15  11:00:00,0.17246522939578136,0.19778836562936726
 03/15  12:00:00,0.1327193728822611,0.1577071623122181
 03/15  13:00:00,0.09775746862043119,0.11649804873639913
 03/15  14:00:00,0.09497072851179558,0.10447740479797385
 03/15  15:00:00,0.12026619954132764,0.1185164809005563
 03/15  16:00:00,0.13077685193782125,0.11702512869282214
 03/15  17:00:00,0.11413269337132796,0.09252251665751292
 03/15  18:00:00,0.07786108106812884,0.054598993371841198
 03/15  19:00:00,0.048581040903460017,0.030929780052564017
 03/15  20:00:00,0.033999146855120388,0.024626344315796433
 03/15  21:00:00,0.05160470505940771,0.046989150167106138
 03/15  22:00:00,0.07048993004369543,0.06782243592814684
 03/15  23:00:00,0.08021393343668773,0.07924620192410023
 03/15  24:00:00,0.08424152755411754,0.08396233526579214
 03/16  01:00:00,0.08708415917532739,0.08659028130003235
 03/16  02:00:00,0.08885374552141981,0.08785604798358608
 03/16  03:00:00,0.08713966030528192,0.08881186570110425
 03/16  04:00:00,0.07838723088864069,0.0916069140707024
 03/16  05:00:00,0.07336475638091719,0.09426311515874178
 03/16  06:00:00,0.06853013314287865,0.09554944810685276
 03/16  07:00:00,0.059010610694410759,0.09496021417578993
 03/16  08:00:00,0.05005015640533191,0.09887325792017361
 03/16  09:00:00,0.10810351804876273,0.1387516047822554
 03/16  10:00:00,0.16375898830567135,0.1854090496140724
 03/16  11:00:00,0.15882182879827018,0.18385907344564715
 03/16  12:00:00,0.12580166916901062,0.1505425449395983
 03/16  13:00:00,0.09531676790407653,0.11364813267482632
 03/16  14:00:00,0.09612917158390302,0.10487438430827005
 03/16  15:00:00,0.12013256219869076,0.11471203781035752
 03/16  16:00:00,0.12160238995784112,0.10463338751947873
 03/16  17:00:00,0.09612505364919075,0.07154494859922427
 03/16  18:00:00,0.0655614735668322,0.04487310092584575
 03/16  19:00:00,0.050837585981892068,0.037766300094357139
 03/16  20:00:00,0.06091818851362102,0.05498787421495308
 03/16  21:00:00,0.07383754905114469,0.07038841119825137
 03/16  22:00:00,0.08249601658860678,0.08103839489518682
 03/16  23:00:00,0.0874251208692736,0.08698414841205472
 03/16  24:00:00,0.08828051602789247,0.08775107496537307
 03/17  01:00:00,0.08988557368265662,0.08877263870367389
 03/17  02:00:00,0.09219935661464676,0.0904343358967552
 03/17  03:00:00,0.08926594446102476,0.09129094999451223
 03/17  04:00:00,0.08615669649788299,0.096549036011731
 03/17  05:00:00,0.09651132849571476,0.09875574098640294
 03/17  06:00:00,0.09880492562711435,0.09821175774134199
 03/17  07:00:00,0.09409033656305198,0.09508235833611152
 03/17  08:00:00,0.0834687829114992,0.10048467068631748
 03/17  09:00:00,0.1316709362749625,0.14491289353348622
 03/17  10:00:00,0.17089181410859195,0.19042156378155818
 03/17  11:00:00,0.15829684015527163,0.18330565120499965
 03/17  12:00:00,0.12031319657196163,0.1382024540226192
 03/17  13:00:00,0.09861479483211958,0.09818381666628665
 03/17  14:00:00,0.09821093532536682,0.11585666290983769
 03/17  15:00:00,0.11657749262230703,0.12807163386778004
 03/17  16:00:00,0.12950811546674843,0.12632972282388875
 03/17  17:00:00,0.1242020822265844,0.1077482038994692
 03/17  18:00:00,0.09291835542596669,0.06904676118673553
 03/17  19:00:00,0.05220933743069236,0.031204414394048604
 03/17  20:00:00,0.041358433077194698,0.029257632833282276
 03/17  21:00:00,0.06272703652748929,0.05729565983724172
 03/17  22:00:00,0.07483285760731365,0.07140065452156823
 03/17  23:00:00,0.08069597249731,0.07917854573985492
 03/17  24:00:00,0.08493533190766194,0.084462319769153
 03/18  01:00:00,0.08693726126418008,0.08655749783486225
 03/18  02:00:00,0.08728801615114441,0.08670820350128561
 03/18  03:00:00,0.08975480278647892,0.08875256742134202
 03/18  04:00:00,0.09409657876046088,0.0928940094574706
 03/18  05:00:00,0.09682396331870964,0.09571888418935513
 03/18  06:00:00,0.09628070516846857,0.09508929411757603
 03/18  07:00:00,0.09476655153576827,0.0942269973371079
 03/18  08:00:00,0.12344498009854757,0.12588352578572957
 03/18  09:00:00,0.15262614913268389,0.15675277242054259
 03/18  10:00:00,0.1710498615682832,0.18324416205946118
 03/18  11:00:00,0.15077336943128856,0.1628429916324932
 03/18  12:00:00,0.12393036140417584,0.1287855244084548
 03/18  13:00:00,0.1062669135968142,0.10430194311826864
 03/18  14:00:00,0.10837057811015094,0.10689048312111141
 03/18  15:00:00,0.11037528610578725,0.1100297410865508
 03/18  16:00:00,0.1048895506745412,0.10240605021683173
 03/18  17:00:00,0.09498752632540535,0.08934548738685441
 03/18  18:00:00,0.08033637986957754,0.07299706165534495
 03/18  19:00:00,0.06933613911609968,0.06356927257821824
 03/18  20:00:00,0.053219009096469167,0.04930941378724193
 03/18  21:00:00,0.06353940653170225,0.06107448378100917
 03/18  22:00:00,0.07364611718405388,0.07166317937536852
 03/18  23:00:00,0.07918924808344431,0.07800745742966975
 03/18  24:00:00,0.0855653330387861,0.08491024914948611
 03/19  01:00:00,0.08833919682157435,0.08797466950435491
 03/19  02:00:00,0.08987962823836519,0.08939511033294834
 03/19  03:00:00,0.09181013061378916,0.09133204837703848
 03/19  04:00:00,0.09656159989368264,0.09598600131444583
 03/19  05:00:00,0.09429745478114504,0.09378101356318056
 03/19  06:00:00,0.09524900714434101,0.0944296059378347
 03/19  07:00:00,0.09632565094714936,0.09548471900084957
 03/19  08:00:00,0.12566226904414583,0.12596308706574106
 03/19  09:00:00,0.16232619924014372,0.16781756856107095
 03/19  10:00:00,0.18300670041678702,0.20129691654793276
 03/19  11:00:00,0.16068538435214159,0.186763210346012
 03/19  12:00:00,0.12285150568043994,0.14744126581097045
 03/19  13:00:00,0.09415609038685496,0.11231291341528697
 03/19  14:00:00,0.092995200065881,0.10354680822058656
 03/19  15:00:00,0.11928519681363056,0.1196494382592012
 03/19  16:00:00,0.13292332681129444,0.12377371295668587
 03/19  17:00:00,0.12135895824644283,0.10375795707472813
 03/19  18:00:00,0.08821486680767704,0.06430319822914314
 03/19  19:00:00,0.04931101593044444,0.027974369979160603
 03/19  20:00:00,0.02297175062124431,0.010995975633550103
 03/19  21:00:00,0.04742642410428731,0.04135358696495926
 03/19  22:00:00,0.06871300708518283,0.06594819881281979
 03/19  23:00:00,0.07981143332104859,0.07793956239215078
 03/19  24:00:00,0.0850933543181898,0.08417210347021051
 03/20  01:00:00,0.08805288817268434,0.08769836596891696
 03/20  02:00:00,0.09033173922411045,0.08978637211253232
 03/20  03:00:00,0.09241762481622176,0.09167666854437909
 03/20  04:00:00,0.09152866278129456,0.09092413808673335
 03/20  05:00:00,0.09145405392195505,0.09088604484508159
 03/20  06:00:00,0.09278852147193038,0.09202328700435784
 03/20  07:00:00,0.08985405195149941,0.09095370159599142
 03/20  08:00:00,0.11806926963082029,0.12265635359722738
 03/20  09:00:00,0.16202155567843339,0.16771499627175202
 03/20  10:00:00,0.18303331152492839,0.2002872212089394
 03/20  11:00:00,0.16375259395528694,0.19006684980148717
 03/20  12:00:00,0.12821017377550693,0.1530166962143078
 03/20  13:00:00,0.09651166688517048,0.11565343395503895
 03/20  14:00:00,0.09557483712164619,0.10641132943017581
 03/20  15:00:00,0.12216956230118573,0.12137776079745384
 03/20  16:00:00,0.12950204243559366,0.11966049962986399
 03/20  17:00:00,0.11858641835604404,0.10029861312371968
 03/20  18:00:00,0.08580203967344873,0.061719588705988728
 03/20  19:00:00,0.048156616635352107,0.027383961154448474
 03/20  20:00:00,0.02280872233759752,0.011157099468193998
 03/20  21:00:00,0.04689975260407063,0.04113456376866689
 03/20  22:00:00,0.0693043471045236,0.06684862052749215
 03/20  23:00:00,0.07849339319735645,0.07662127217480586
 03/20  24:00:00,0.08050493521490224,0.07927160268434065
 03/21  01:00:00,0.08675888391992771,0.08619381794900182
 03/21  02:00:00,0.09101891079566292,0.09069740739076507
 03/21  03:00:00,0.09156967000113585,0.09087020570329425
 03/21  04:00:00,0.09353891169952908,0.09272399548880923
 03/21  05:00:00,0.09433835150231922,0.09367435310176574
 03/21  06:00:00,0.09440108352577145,0.09381945034939085
 03/21  07:00:00,0.09508929367524285,0.09455896738795584
 03/21  08:00:00,0.1225732995366223,0.12181825148192753
 03/21  09:00:00,0.1337164563739505,0.13416668964116783
 03/21  10:00:00,0.15260465646721534,0.15727679072721482
 03/21  11:00:00,0.16592081732590734,0.18031482227256719
 03/21  12:00:00,0.15276877616161248,0.17461312319375919
 03/21  13:00:00,0.11975545152095495,0.14298189422928127
 03/21  14:00:00,0.10419055125163894,0.12058796541232157
 03/21  15:00:00,0.11362141058177478,0.12237451060802392
 03/21  16:00:00,0.12451057638477714,0.12092729684985286
 03/21  17:00:00,0.11689592561521259,0.10080602063252278
 03/21  18:00:00,0.08503012821770775,0.061912395829894318
 03/21  19:00:00,0.047301837816186739,0.026384537123222985
 03/21  20:00:00,0.023636957536148089,0.011642756073739921
 03/21  21:00:00,0.04850271012851489,0.042552029365918477
 03/21  22:00:00,0.06581149281320328,0.06315724858475104
 03/21  23:00:00,0.07626038364002164,0.07406642332612797
 03/21  24:00:00,0.08386899529038906,0.08276449656350313
 03/22  01:00:00,0.08691672560234803,0.08639793555656414
 03/22  02:00:00,0.08697052326395567,0.08656590847906019
 03/22  03:00:00,0.08721729993663077,0.08645776860684718
 03/22  04:00:00,0.0897725697661561,0.0890930747208388
 03/22  05:00:00,0.09216443217721407,0.09145661047209301
 03/22  06:00:00,0.0933051971631069,0.09244584939484571
 03/22  07:00:00,0.09338493985952697,0.09247911201400985
 03/22  08:00:00,0.1254293062936547,0.1256876478600149
 03/22  09:00:00,0.16267275470313997,0.16609407001208863
 03/22  10:00:00,0.18427409105863475,0.19737703243985287
 03/22  11:00:00,0.16191271235485794,0.18269780497303488
 03/22  12:00:00,0.12385327931643298,0.1450651763995962
 03/22  13:00:00,0.09249251251619333,0.10897127855623459
 03/22  14:00:00,0.0960267309400629,0.10563031465231261
 03/22  15:00:00,0.12379085247602417,0.12301204276773395
 03/22  16:00:00,0.13395885783414564,0.12380055210152626
 03/22  17:00:00,0.12091562887211685,0.10457086097824516
 03/22  18:00:00,0.08847451981130833,0.0690522716344231
 03/22  19:00:00,0.04946771254465392,0.034237130822536068
 03/22  20:00:00,0.023116435936253948,0.0143085751750057
 03/22  21:00:00,0.04676019005553223,0.04185809173100376
 03/22  22:00:00,0.06727593577803061,0.06474376687589832
 03/22  23:00:00,0.07780027575237975,0.07605586161436756
 03/22  24:00:00,0.082499837973351,0.08143734608781361
 03/23  01:00:00,0.08826383180858669,0.08775461565065793
 03/23  02:00:00,0.09050962986909182,0.0902325840928367
 03/23  03:00:00,0.09087529871758468,0.09022756341931322
 03/23  04:00:00,0.09187786092455913,0.09112714792351659
 03/23  05:00:00,0.09266138683927099,0.0920575018199762
 03/23  06:00:00,0.092396161917606,0.09184557735817593
 03/23  07:00:00,0.0947491127984772,0.09406900064484392
 03/23  08:00:00,0.10477061592067445,0.10419523281155759
 03/23  09:00:00,0.13809396597159619,0.1396783681944555
 03/23  10:00:00,0.1386057510699959,0.1450993866213493
 03/23  11:00:00,0.15738151762791884,0.17525778834433476
 03/23  12:00:00,0.14250588368598197,0.16711665804252458
 03/23  13:00:00,0.10806645185310457,0.1291277032696575
 03/23  14:00:00,0.10384862478281087,0.11414589599735894
 03/23  15:00:00,0.12340784738886254,0.11938357090191076
 03/23  16:00:00,0.12302320132830005,0.10991863093446333
 03/23  17:00:00,0.11194621495546645,0.09703273865615582
 03/23  18:00:00,0.08747984183642403,0.07186702227661321
 03/23  19:00:00,0.05107348240602473,0.03759926332614043
 03/23  20:00:00,0.038384754633599537,0.03040835360705667
 03/23  21:00:00,0.05676824271244616,0.052693878625276118
 03/23  22:00:00,0.07069849841102333,0.06811266549387676
 03/23  23:00:00,0.08259465062110436,0.08107760016706503
 03/23  24:00:00,0.08917283626799745,0.08844302454284996
 03/24  01:00:00,0.08956054854157691,0.08919257587119352
 03/24  02:00:00,0.09055038859574884,0.09006494377262957
 03/24  03:00:00,0.09100437407199548,0.09034274213251006
 03/24  04:00:00,0.09270838885937209,0.09203155156458122
 03/24  05:00:00,0.09310225207498302,0.09238781986463493
 03/24  06:00:00,0.09374015700519842,0.09277318047549714
 03/24  07:00:00,0.09496432711978321,0.09386178223752298
 03/24  08:00:00,0.10338613827376706,0.10251272159138167
 03/24  09:00:00,0.14729287168020983,0.1500034860715183
 03/24  10:00:00,0.1763450338938918,0.189477123441638
 03/24  11:00:00,0.16141160774583467,0.1831299297606976
 03/24  12:00:00,0.12515364534778057,0.1477674784344835
 03/24  13:00:00,0.09180367912822067,0.10906026510893793
 03/24  14:00:00,0.09421584952481163,0.10367327641356306
 03/24  15:00:00,0.11853959302387159,0.11810569033158021
 03/24  16:00:00,0.1290038774477115,0.11877684306624467
 03/24  17:00:00,0.1201286125274867,0.10292447220566521
 03/24  18:00:00,0.08753564417554863,0.06726281389171365
 03/24  19:00:00,0.047573425371603788,0.032174253970967948
 03/24  20:00:00,0.037972545622502119,0.029360927530157844
 03/24  21:00:00,0.0608210259158445,0.05633791431009468
 03/24  22:00:00,0.07834811403463321,0.07567559233979582
 03/24  23:00:00,0.08628695330570499,0.08458240568520954
 03/24  24:00:00,0.08889402248952123,0.08789641294280537
 03/25  01:00:00,0.08934474741580471,0.08874460194798792
 03/25  02:00:00,0.08984523195838376,0.0894003440472611
 03/25  03:00:00,0.09180901901561203,0.09104648772777832
 03/25  04:00:00,0.09322277041685089,0.09252271848183202
 03/25  05:00:00,0.09264272653603947,0.09195730894070742
 03/25  06:00:00,0.09330280025341469,0.09245998047085798
 03/25  07:00:00,0.09382963963334254,0.09283985537270417
 03/25  08:00:00,0.12723834322595935,0.12742900585200016
 03/25  09:00:00,0.16273132520480597,0.16617114187872859
 03/25  10:00:00,0.17900551008042213,0.19138716068899459
 03/25  11:00:00,0.15243155461504838,0.1716716949802854
 03/25  12:00:00,0.11690775147626957,0.13465501761955335
 03/25  13:00:00,0.09739953733952606,0.10619802113436487
 03/25  14:00:00,0.09688888692174432,0.10295749903913028
 03/25  15:00:00,0.11433933866261659,0.11445110716564026
 03/25  16:00:00,0.11974662726872118,0.11373886758171167
 03/25  17:00:00,0.11584213880226843,0.10487019161333351
 03/25  18:00:00,0.08956149984573278,0.07366406608237948
 03/25  19:00:00,0.04970008540456039,0.03572601670043808
 03/25  20:00:00,0.02086455155415322,0.012504624893041435
 03/25  21:00:00,0.043773959481383687,0.03893903312984757
 03/25  22:00:00,0.06572549973678185,0.06278515450430884
 03/25  23:00:00,0.07742314590261573,0.0761091464156171
 03/25  24:00:00,0.08243085271615983,0.08186424505347857
 03/26  01:00:00,0.08432347791468338,0.08386660350299444
 03/26  02:00:00,0.08012911095231508,0.08679469748693883
 03/26  03:00:00,0.0657521831335802,0.08710831395677593
 03/26  04:00:00,0.036825518687302539,0.07362070492392969
 03/26  05:00:00,-0.001253759520149913,0.04820459302297212
 03/26  06:00:00,-0.04194748723257274,0.01762463219299237
 03/26  07:00:00,-0.09052731102678836,-0.022578314192132359
 03/26  08:00:00,-0.017437192091218857,0.04407309448037241
 03/26  09:00:00,0.13323565190177406,0.1505014926859624
 03/26  10:00:00,0.17877332498809279,0.19263717055347924
 03/26  11:00:00,0.15929558661178765,0.17837206584914518
 03/26  12:00:00,0.12317188077358363,0.14421645082120095
