Date/Time,PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort Fanger Model PMV [](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort Fanger Model PMV [](Hourly)
 01/16  05:00:00,-0.5124530845641278,-0.44724462963068686
 01/16  06:00:00,-0.5098567986906303,-0.49989283259072689
 01/16  07:00:00,-0.5080185715404462,-0.510788309004692
 01/16  08:00:00,-0.45749670043922016,-0.44257373778733236
 01/16  09:00:00,-0.3930998071602624,-0.3400998359542041
 01/16  10:00:00,-0.22148371161046755,-0.09539461418463789
 01/16  11:00:00,0.01588498655146092,0.15285675094178764
 01/16  12:00:00,0.13097527428957829,0.1880893470331652
 01/16  13:00:00,0.12223930403894809,0.14744473417205634
 01/16  14:00:00,0.11827770665509044,0.127172240933921
 01/16  15:00:00,0.13680122063043427,0.13086398749602874
 01/16  16:00:00,0.14060985238305324,0.12292718108376966
 01/16  17:00:00,0.12138304277600014,0.09458057433016647
 01/16  18:00:00,0.08150335220168406,0.04767232388161956
 01/16  19:00:00,0.050238690165596389,0.020795235008165104
 01/16  20:00:00,0.05051234270967292,0.03821678245076905
 01/16  21:00:00,0.06508002897598173,0.06188780550224149
 01/16  22:00:00,0.0737885959786655,0.07746092457337725
 01/16  23:00:00,0.07087955419546785,0.08536358142907001
 01/16  24:00:00,0.057899418023407148,0.08968371763071105
 01/17  01:00:00,0.03831832592134372,0.09217834267621651
 01/17  02:00:00,0.015270222459937779,0.09410558778820016
 01/17  03:00:00,-0.007509815773740475,0.09548248953112872
 01/17  04:00:00,-0.029015407933399009,0.09479120372632943
 01/17  05:00:00,-0.051117909411589858,0.088570274283167
 01/17  06:00:00,-0.07231443501767616,0.0792913730586018
 01/17  07:00:00,-0.08630496861547857,0.0740702430179391
 01/17  08:00:00,0.012278070908707102,0.10783089838679594
 01/17  09:00:00,0.10495292214892957,0.11863526901927854
 01/17  10:00:00,0.12933939877962173,0.1314168412808978
 01/17  11:00:00,0.14254647657512888,0.14800268825262576
 01/17  12:00:00,0.1405190851088009,0.14554704337367259
 01/17  13:00:00,0.12843947721819888,0.12986108361132649
 01/17  14:00:00,0.11448383800393577,0.10840799269721187
 01/17  15:00:00,0.10350049189064215,0.09590407246252622
 01/17  16:00:00,0.0880484916935554,0.08143277097765058
 01/17  17:00:00,0.09042004487071379,0.08586203625200735
 01/17  18:00:00,0.08799235894402512,0.08560511353349301
 01/17  19:00:00,0.08731313745828204,0.0850961447535161
 01/17  20:00:00,0.07243623549874231,0.07114956740537051
 01/17  21:00:00,0.07585617970533297,0.07581489595968498
 01/17  22:00:00,0.08232262946834819,0.08275579074716325
 01/17  23:00:00,0.09181554919354565,0.0906789726491125
 01/17  24:00:00,0.09651090041170038,0.09490644397527252
 01/18  01:00:00,0.09679684591977868,0.09533770345953545
 01/18  02:00:00,0.09904607598738277,0.09782003529653219
 01/18  03:00:00,0.09988497329006703,0.09900420440237523
 01/18  04:00:00,0.09840415004465189,0.09760673310426882
 01/18  05:00:00,0.09828929371851325,0.09751733516751762
 01/18  06:00:00,0.09964290428568804,0.09897864328395814
 01/18  07:00:00,0.10015985826446916,0.09969105703535213
 01/18  08:00:00,0.1228846386882507,0.12364046011217675
 01/18  09:00:00,0.1209346972692201,0.12247671295619903
 01/18  10:00:00,0.12844727242735694,0.13111079797951298
 01/18  11:00:00,0.12762476509172189,0.13140378618142679
 01/18  12:00:00,0.1259073359191312,0.13164016529932238
 01/18  13:00:00,0.10870004383377538,0.10804629996403285
 01/18  14:00:00,0.10578138183972368,0.10418009765212977
 01/18  15:00:00,0.10656821344696903,0.10477053815617366
 01/18  16:00:00,0.10316834753140773,0.10566445055468521
 01/18  17:00:00,0.12164858233927585,0.14071042945763763
 01/18  18:00:00,0.1027764090028473,0.10734192063608066
 01/18  19:00:00,0.05811577042207651,0.04141282306053175
 01/18  20:00:00,0.04700966212590617,0.037413884223465299
 01/18  21:00:00,0.04817997406557747,0.05047153842969593
 01/18  22:00:00,0.02182563732603269,0.04204470535721226
 01/18  23:00:00,-0.019074505240462684,0.015310617570955879
 01/18  24:00:00,-0.07034779460857801,-0.023660425799186807
 01/19  01:00:00,-0.1295347898211353,-0.07244623353307349
 01/19  02:00:00,-0.1951312791120569,-0.12938908155933052
 01/19  03:00:00,-0.26479291178587346,-0.19191341672512736
 01/19  04:00:00,-0.33676347302401818,-0.25782141429508839
 01/19  05:00:00,-0.40649548633134827,-0.32227436204941187
 01/19  06:00:00,-0.46869431189958918,-0.3812494364973239
 01/19  07:00:00,-0.5061781316541134,-0.44209743459963238
 01/19  08:00:00,-0.5118059150168923,-0.49294054504606235
 01/19  09:00:00,-0.5042246322275265,-0.5013285599555244
 01/19  10:00:00,-0.46255873503570346,-0.41620632780653629
 01/19  11:00:00,-0.39530275392600669,-0.2440843525326629
 01/19  12:00:00,-0.3230881370329003,-0.07003342852545903
 01/19  13:00:00,-0.26575644274723778,0.06489911160206977
 01/19  14:00:00,-0.2073860595653821,0.11498669633127726
 01/19  15:00:00,-0.12039534794657406,0.1256090659547176
 01/19  16:00:00,-0.009298799764772686,0.1232804032091376
 01/19  17:00:00,0.09324240750505755,0.11905325267394773
 01/19  18:00:00,0.09170611919620538,0.06999885993068973
 01/19  19:00:00,0.046578828999140089,0.027152266526211063
