Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),EMS:Comfort Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature [C](Hourly),EMS:Adaptive Heating Setpoint Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature_No Tolerance [C](Hourly),EMS:Adaptive Heating Setpoint Temperature_No Tolerance [C](Hourly),EMS:Ventilation Setpoint Temperature [C](Hourly),EMS:Minimum Outdoor Temperature for ventilation [C](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE2 [m2](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE1 [m2](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE2 [m3](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE1 [m3](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE1 [H](Hourly),BLOCK1:ZONE2:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE1:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),AHST_SCH_BLOCK1_ZONE2:Schedule Value [](Hourly),ACST_SCH_BLOCK1_ZONE2:Schedule Value [](Hourly),AHST_SCH_BLOCK1_ZONE1:Schedule Value [](Hourly),ACST_SCH_BLOCK1_ZONE1:Schedule Value [](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Cooling Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Heating Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Cooling Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Heating Electricity Energy [J](Hourly) 
 04/17  21:00:00,6.225,92.5,1.775,21.303027664044674,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.397976755794822,19.902456331402483,8.609178908392053,0.06794588835601084,8.288709399486708,0.0786900051881469,254.43093455052914,6.067708333333334,7.584932315286888,6.067708333333334,7.584932315286888,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/17  22:00:00,6.125,94.5,1.5,21.303027664044674,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.33425519866559,19.701279497338508,8.38603268683974,0.06618476009767257,7.961371511760181,0.07558237783121813,254.43093455052914,6.067708333333334,7.584932315286888,6.067708333333334,7.584932315286888,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/17  23:00:00,5.875,95.0,3.075,21.303027664044674,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.218656488671375,19.47219187093924,8.925751895007139,0.07044436504396887,10.378016593197145,0.09852513101882063,254.43093455052914,6.067708333333334,7.584932315286888,6.067708333333334,7.584932315286888,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/17  24:00:00,5.8,95.0,3.225,21.303027664044674,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.093500564313217,19.251492655703288,8.751627171236231,0.06907012724879115,10.517689250336163,0.09985113264165375,254.43093455052914,6.067708333333334,7.584932315286888,6.067708333333334,7.584932315286888,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  01:00:00,5.6499999999999995,94.25,3.475,21.339824897640206,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.964784602364826,19.050149087511713,8.81041942722139,0.06953413108746985,10.984673762202394,0.10428451447354829,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  02:00:00,5.525,92.5,2.85,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.838723531384964,18.870654368858126,8.53058351764647,0.0673255930059292,9.886552588184138,0.09385934974451804,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  03:00:00,5.574999999999999,93.5,2.6,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.718280385679343,18.71426992642296,8.15548002721238,0.06436517829574812,9.30959386688345,0.08838191259666613,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  04:00:00,5.6,90.25,3.7249999999999996,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.589857287496557,18.546895197382987,8.43395532670141,0.066562978087148,11.340934697539488,0.10766672676968043,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  05:00:00,5.6,89.0,4.1,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.459660239758755,18.375481137064433,8.532264353512723,0.06733885860156016,12.060346912050537,0.11449656579091533,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  06:00:00,5.45,89.75,4.85,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.35302826006952,18.230629751245793,8.451018822268539,0.06669764765054124,13.51218456830863,0.12827978669987505,257.8099489814766,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,4.617208371333028,0.0,0.0,0.0,12150.9623028009 
 04/18  07:00:00,5.55,91.5,4.35,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.017117835289806,18.863406309333477,8.313469720514899,0.06561207421657389,12.492406775166787,0.11859838565593715,254.43093455052912,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  08:00:00,5.9,89.75,5.675000000000001,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.923216561528587,19.723312507154592,9.114928075656454,0.07193739286773558,15.789796618130481,0.1499026106377207,254.43093455052912,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  09:00:00,6.15,88.25,6.575,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.742487223186828,20.488650631502132,10.354546213239239,0.08172078295365695,18.58269948321861,0.17641741895726262,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  10:00:00,6.125,84.25,6.7,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,21.527488059829658,21.22357061176417,10.429037191377478,0.082308685207515,19.022907994488016,0.1805965991367247,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  11:00:00,6.1,86.75,7.075,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,17.697077991116913,18.18957232567113,1.6688621909866277,0.013171096258646979,13.649381863418995,0.12958228813208875,5384.569545700266,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,7387.35276228647,4982.021346740621,0.0,11092541.961741168,0.0,7339786.70214524 
 04/18  12:00:00,5.875,87.25,7.2,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,21.26723193906891,19.321199915709357,9.866554338840867,0.07786942363480351,19.625763552280933,0.18631989147139932,439.95712437229747,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,424.5437226289345,0.0,0.0,0.0,666432.3662451181 
 04/18  13:00:00,5.575,87.0,6.825,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,17.311532278581677,21.43034264036935,6.464145385821479,0.0510167235895068,16.52607787587101,0.15689259824606008,3373.841966430346,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,7443.984522285904,0.0,0.0,11211474.431303568,0.0,0.0 
 04/18  14:00:00,5.5,87.0,5.95,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,21.226467322345243,16.42138012009781,5.000452093959286,0.039464873865560746,12.766915062015645,0.12120446791497541,2434.564401132904,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,5270.515819498284,0.0,0.0,0.0,7828928.2964874245 
 04/18  15:00:00,5.35,90.0,6.45,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,17.200467514415884,20.728590742730432,6.535039427951584,0.05157623788499703,15.778367574079624,0.14979410743266053,3389.8514771901923,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,7486.565060062966,0.0,0.0,11268957.537936442,0.0,0.0 
 04/18  16:00:00,5.0,89.5,7.075,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.66489883469222,21.5623817983827,11.238955614044073,0.08870077292105272,20.4979163866453,0.19459979462076527,254.43093455052912,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  17:00:00,4.824999999999999,92.0,5.25,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,21.556673282292998,15.970148578245098,5.198286212276064,0.0410262323945441,11.033791039728305,0.10475081611799744,2343.4126002453363,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,5064.088001868648,0.0,0.0,0.0,7500443.676571746 
 04/18  18:00:00,4.6499999999999995,92.25,5.425000000000001,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,16.86649621042956,19.723741666387248,6.068631605965225,0.04789522554476511,13.14291281064014,0.12477405436854627,3416.400281313026,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,7537.941212808686,0.0,0.0,11364259.575121954,0.0,0.0 
 04/18  19:00:00,4.6,92.75,4.5,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.941009954611328,19.727683853069433,9.293616903460148,0.07334765176392154,13.54876688246505,0.1286270859417741,254.43093455052917,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  20:00:00,4.525,96.0,4.475,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.82075946911606,19.260595009397097,8.968517334615179,0.07078188106216558,13.272511518620568,0.12600441756646324,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  21:00:00,4.574999999999999,98.5,4.225,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.616372379190654,18.82639082276483,8.615078450694782,0.06799244908461437,12.531647105152516,0.11897091913748892,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  22:00:00,4.75,99.0,4.85,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.439850805415738,18.52796192370455,8.606487361968277,0.06792464596869832,13.709894500215078,0.13015677319048966,254.43093455052914,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/18  23:00:00,4.8,99.75,5.1,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.268974932714457,18.27571259316406,9.057667586362609,0.07148547813182765,14.445392328021711,0.1371393231987646,296.35565047516604,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,0.0,37.176002151816675,0.0,0.0,0.0,97878.47446370189 
 04/18  24:00:00,5.25,100.0,6.300000000000001,21.376622131235738,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.145531164716132,18.138804361013648,9.431212294843762,0.07443359052773785,17.208321192685645,0.1633695692137051,414.27567086497754,6.1384027777777765,7.80794585222951,6.1384027777777765,7.80794585222951,18.1,24.9,18.1,24.9,0.0,0.0,71.97791899412843,149.0044723763204,0.0,188158.94715122523,0.0,386680.31110773876 
 04/19  01:00:00,5.85,99.25,5.5,21.295784918112165,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.089749724758065,18.082546894207233,8.343266137677105,0.06584723532258122,14.750313123077703,0.1400341307964849,465.7726327253192,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,116.01895653784288,177.7569240572887,0.0,301377.28190188995,0.0,458666.2362573134 
 04/19  02:00:00,6.225,99.75,3.9749999999999996,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.068002256599883,18.06401263529147,7.803360445782475,0.06158615859800669,11.306515895663665,0.10733996712983276,492.6793769387632,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,147.63322692689235,184.22106214022432,0.0,382222.31000541616,0.0,474592.9943641714 
 04/19  03:00:00,6.75,100.0,3.6,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.062642955001902,18.06197304012523,7.499991143390971,0.05919188883427333,10.331764946192546,0.09808603463272009,515.6196081353861,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,168.07873421301434,196.38328769235252,0.0,434198.8884508954,0.0,505116.93279457046 
 04/19  04:00:00,6.9,100.0,2.475,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.063198942142957,18.06483469857055,8.718231495488817,0.06880655985403118,8.02239810944177,0.07616174224812924,540.0733299179922,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,200.0084146253918,198.5357818813749,0.0,516163.02132509684,0.0,511104.4037557896 
 04/19  05:00:00,6.375,100.0,2.475,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.059077223823607,18.062245682444175,9.38552637376208,0.07407302530702536,6.634209746674649,0.06298278468025569,592.8201920210256,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,246.6795709738634,224.87435530993355,0.0,637113.6667807552,0.0,579854.9771212272 
 04/19  06:00:00,6.125,96.25,4.475,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.09471427143169,18.1423074237929,13.089998486057233,0.10330968669346799,7.063535462686609,0.06705864754287193,545.1299851389454,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,256.32441958347226,147.1689450376128,0.0,664141.2129000553,0.0,381347.3100761442 
 04/19  07:00:00,6.775,93.5,1.275,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.890741674307847,19.39489786973272,8.614252968011627,0.06798593415969223,6.797786829827378,0.06453572626640267,254.43093455052912,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/19  08:00:00,8.5,89.25,1.5750000000000002,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.282552484306095,21.541976561063002,8.502335976283515,0.0671026560322408,6.8676378830344795,0.06519886686819584,254.43093455052914,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/19  09:00:00,10.875,82.75,0.525,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,20.083806652096833,20.017938833115664,2.954645501525574,0.02331883394623771,2.3372294544492664,0.02218880998625574,1029.650316633215,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,661.9098751394791,653.3340054350746,0.0,1421642.0720255603,0.0,1365951.4014444058 
 04/19  10:00:00,11.95,81.0,2.7,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,21.980155340852722,20.04588160813268,4.616712319765238,0.03643629934845624,5.849379241137074,0.055531888095994665,254.43093455052912,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/19  11:00:00,13.225,81.0,2.85,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,19.82698164575314,19.9755496007563,5.57982408728768,0.044037428948243196,4.672323043327805,0.04435734283831108,254.43093455052923,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/19  12:00:00,14.65,76.5,4.925000000000001,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,22.019092791558524,21.281828880064484,8.505619114307866,0.06712856741496773,7.208957348558849,0.06843923026114958,254.43093455052912,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/19  13:00:00,15.975000000000001,70.5,5.25,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,24.210427699218535,21.889353525808822,12.068405586092979,0.09524700872326083,9.170160979820963,0.08705818726410412,521.8828686165504,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,360.82023434430965,0.0,0.0,0.0,957755.6735978267,0.0,0.0,0.0 
 04/19  14:00:00,16.3,69.0,5.550000000000001,21.214947704988592,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,24.908246693247577,22.191685528305673,12.843226057248199,0.10136209423713562,10.668560515401843,0.10128344979243914,1403.7740288545733,6.042013888888888,7.318023348450275,6.042013888888888,7.318023348450275,18.1,24.9,18.1,24.9,1637.4267966081652,0.0,0.0,0.0,4114731.9367330708,0.0,0.0,0.0 
