Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),EMS:Comfort Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature [C](Hourly),EMS:Adaptive Heating Setpoint Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature_No Tolerance [C](Hourly),EMS:Adaptive Heating Setpoint Temperature_No Tolerance [C](Hourly),EMS:Ventilation Setpoint Temperature [C](Hourly),EMS:Minimum Outdoor Temperature for ventilation [C](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE2 [m2](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE1 [m2](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE2 [m3](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE1 [m3](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE1 [H](Hourly),BLOCK1:ZONE2:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE1:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),AHST_SCH_BLOCK1_ZONE2:Schedule Value [](Hourly),ACST_SCH_BLOCK1_ZONE2:Schedule Value [](Hourly),AHST_SCH_BLOCK1_ZONE1:Schedule Value [](Hourly),ACST_SCH_BLOCK1_ZONE1:Schedule Value [](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Cooling Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Heating Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Cooling Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Heating Electricity Energy [J](Hourly) 
 06/22  11:00:00,14.3,81.0,3.5999999999999996,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,23.887041514108276,26.400467265560764,4.328774250222646,0.03416381690445509,7.974794065096859,0.0757098066914659,1090.5120393300122,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,44.234333855601506,648.6406033460889,608.4116962689708,0.0,115139.22353217113,1272909.2891704037,1608720.3881066337,0.0 
 06/22  12:00:00,14.899999999999999,81.75,4.475,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,26.9818743737745,26.96088248855483,7.833674585699248,0.0618254057072038,11.857701724729447,0.11257272577275314,2738.6025280614035,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,1787.4492972828948,1997.507518575937,0.0,0.0,4299703.2117699515,0.0,4584868.9756365195,0.0 
 06/22  13:00:00,16.6,76.0,4.225,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,27.111195010654292,27.004415779372966,6.859909648799164,0.05414019851246001,10.587418154473777,0.10051311360441889,3274.8199863334576,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,3167.1029947495563,2510.693694361932,0.0,0.0,6046004.267814143,0.0,4755396.3186043985,0.0 
 06/22  14:00:00,17.25,74.0,4.475,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,27.088362307454823,26.951061280437845,8.762396645448066,0.06915512275187413,11.077642257452567,0.10516712369785328,3271.398618404559,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,3737.9807687328666,2648.9227968457044,0.0,0.0,6035389.651340768,0.0,4753694.010533739,0.0 
 06/22  15:00:00,17.45,72.5,5.425000000000001,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,27.03701867505248,26.861705795798134,11.818306731403615,0.0932731632451369,13.640058536189894,0.12949377583992489,3290.6381811401225,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,4008.4487679185822,2447.4295942774897,0.0,0.0,6071176.261626819,0.0,4787169.826095717,0.0 
 06/22  16:00:00,16.9,72.75,5.7,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,26.90415560742064,26.758622393262314,12.69456254497987,0.10018880297269807,14.666842261111068,0.1392416886628977,3245.2976709516533,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,3821.8223547759026,2024.3458373462681,0.0,0.0,6031257.236561077,0.0,4665529.656424582,0.0 
 06/22  17:00:00,16.25,76.0,3.75,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,26.783899826847083,26.704192484806185,7.595712580988604,0.05994734741882496,9.763226550247312,0.09268853700427605,2975.879118896137,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,3279.958525990689,1552.2929318265797,0.0,0.0,6014549.809473104,0.0,3720204.6180344718,0.0 
 06/22  18:00:00,15.575,78.5,2.725,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,26.688799323567956,26.71968539042383,6.281894338990501,0.04957835073043272,7.809163861670353,0.07413737352500058,2759.7437963932634,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,2638.914554997751,1272.2758728767317,0.0,0.0,5872520.732559167,0.0,3090632.3496564436,0.0 
 06/22  19:00:00,14.725,81.25,1.775,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,26.615037011064352,26.727847109595142,6.710488458811399,0.05296092745758225,7.063144194753761,0.06705493298681961,1426.6039528779856,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,1097.6821767663741,565.9515181166643,0.0,0.0,2758588.479778223,0.0,1436929.6365069344,0.0 
 06/22  20:00:00,13.825,82.0,1.9500000000000002,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,26.683917848539622,26.73113664885588,8.612286794380937,0.06797041660390427,7.888382945426633,0.07488945081608861,463.4671580284927,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,249.83933441583747,36.360378584070084,0.0,0.0,653227.7283829374,0.0,95365.38584173535,0.0 
 06/22  21:00:00,12.7,87.25,2.85,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,26.726017493958487,22.407300964080704,7.4175204132480825,0.05854100829356751,6.109276829144063,0.057999261671659336,2725.338750762574,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,3.2577483692297418,0.0,0.0,6088.4530841376545,8540.927562139936,0.0,0.0,8869284.365451002 
 06/22  22:00:00,12.1,82.25,1.525,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,22.8760647642375,22.821397776584632,3.625279217445379,0.02861165037792395,3.177252424483963,0.03016368383987239,6068.054696006189,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,0.0,0.0,7793.541428609564,5912.185427817271,0.0,11831190.34879121,0.0,9062770.471313465 
 06/22  23:00:00,12.149999999999999,74.0,4.074999999999999,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,21.43833309802549,23.491584252396667,9.101996418965376,0.07183533285584133,4.92052857098664,0.04671371622744326,3719.605870810707,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,0.0,0.0,8041.994579397963,143.65707760602456,0.0,12227383.096831437,0.0,228440.11862667414 
 06/22  24:00:00,12.5,69.75,7.050000000000001,23.72619376736939,26.9,22.1,27.0,22.0,23.72619376736939,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,23.29588964356684,21.5366337575447,19.886387126693243,0.15694856082007894,7.935925739315035,0.07534080488310047,2819.8613408328715,11.660069444444442,14.927859901119369,11.660069444444442,14.927859901119369,22.1,26.9,22.1,26.9,0.0,0.0,0.0,6237.213008258937,0.0,0.0,0.0,9217549.462616427 
 06/23  01:00:00,12.075,69.75,6.2,23.654186890632452,26.9,22.1,27.0,22.0,23.654186890632452,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,21.452369138290752,22.298356231377575,13.470784036773965,0.10631494570735153,5.463469841402624,0.05186820401640335,3658.4521528660784,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,7854.53849703288,437.0198745610626,0.0,11604399.531943064,0.0,630888.7918027088 
 06/23  02:00:00,11.6,71.5,2.55,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,22.222328276692725,22.886383869725496,9.18342449526754,0.07247798450013211,6.45076786058742,0.06124125384931338,478.17406100768505,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,554.1035153960788,0.0,0.0,804288.3733264571,0.0,0.0 
 06/23  03:00:00,11.425,72.75,3.075,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,22.691740386147657,23.03652477669472,10.124186968513289,0.07990272763264752,6.54218433416764,0.062109128741966155,254.43093455052914,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/23  04:00:00,11.175,74.5,1.65,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,22.876512839317126,23.057221258839878,8.233819827420895,0.06498345645856006,6.49026455042573,0.06161622111846189,254.43093455052914,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/23  05:00:00,10.799999999999999,78.75,1.0,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,23.072464601938172,23.1490743023326,7.684534525013142,0.06064835339819568,6.5924716201157745,0.062586538022644,254.43093455052914,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/23  06:00:00,11.075,74.0,2.95,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,23.37884896660534,23.46050188242402,10.374089197439416,0.08187502128889634,6.91060622089128,0.06560679270633502,254.43093455052914,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/23  07:00:00,11.95,69.0,3.9749999999999996,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,22.090622285253357,22.059091212137705,8.5429557040132,0.06742323753191001,5.9453697218282455,0.05644318695563004,6020.393467043638,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,7827.888310485644,6168.423186454177,0.0,11613496.10844775,0.0,9107969.008527422 
 06/23  08:00:00,11.9,67.25,4.1,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,23.65691602257783,23.741477252376654,12.846537591237015,0.10138822972823011,8.085914981749012,0.07676474843045494,492.76988200655586,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,253.75166829541115,228.61136001227405,0.0,462991.0939749021,0.0,393859.4475827268 
 06/23  09:00:00,12.25,59.5,4.85,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,21.877463156580795,21.897097909415237,10.397231373434545,0.08205766538576223,6.768032346643327,0.06425324797897851,6147.357760049199,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,7971.659340698562,6285.089602241458,0.0,11848274.552393349,0.0,9329276.86848793 
 06/23  10:00:00,13.0,57.75,4.725,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,23.530331673811403,22.510995505385097,8.47925909563458,0.06692052726329986,5.75963222995299,0.054679862474715964,6044.104251329221,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,7571.969307384881,6323.742010783388,0.0,11445664.330713816,0.0,9361159.609689485 
 06/23  11:00:00,13.425,57.25,5.425000000000001,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,23.20671150489907,22.86220865701405,9.011090297715542,0.07111787800549568,6.2806645715069145,0.05962635482762794,6117.997225958992,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,7733.7854656186355,6297.001722828505,0.0,11687334.347065587,0.0,9385403.7831171 
 06/23  12:00:00,14.25,56.25,4.5,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,23.64696014282888,23.215893098521008,8.015839607670198,0.06326309963561588,4.455176821143169,0.042295835246869445,5624.011433994968,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,6579.590157837295,6035.970866247698,0.0,10073650.214212246,0.0,9224653.785908867 
 06/23  13:00:00,13.975000000000001,62.75,3.3499999999999996,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,23.79432622010539,23.79179447878319,5.908505825344459,0.04663147106495374,1.7060491402924347,0.016196612672795447,4162.827105725136,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,5316.7529847858805,3945.631877488236,0.0,8016118.389158566,0.0,6031077.677457301 
 06/23  14:00:00,12.524999999999999,69.5,5.050000000000001,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,26.25820779938019,22.96681313788043,14.192584946630912,0.1120115869966388,9.864386953263246,0.09364891723411642,3042.262519364196,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,351.1775704273731,0.0,0.0,6047.5692145226585,924304.6992632557,0.0,0.0,9089525.634943036 
 06/23  15:00:00,12.924999999999999,64.25,6.075,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,26.903176949777286,22.406983799947252,15.233712748342793,0.12022843951325896,12.570930880423418,0.11934386507284389,3840.896139051165,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,1353.7826248908736,0.0,0.0,6355.781637853026,3434204.132481617,0.0,0.0,9439497.47481071 
 06/23  16:00:00,13.05,62.75,5.375,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,26.900071811696513,22.26641329960662,13.167705881497858,0.10392297375269012,10.892370647363549,0.10340822212989337,3929.6096986923176,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,1504.1845741680645,0.0,0.0,6335.818167773175,3762185.240491793,0.0,0.0,9429021.96923998 
 06/23  17:00:00,12.7,68.25,5.550000000000001,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,26.897408323650836,21.827764979450098,13.7795644553259,0.1087519214130139,11.373732108331831,0.10797809350978685,3782.9235443165835,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,1238.9385600443773,0.0,0.0,6419.045866716962,3125063.9481430016,0.0,0.0,9541775.299431723 
 06/23  18:00:00,12.299999999999999,70.75,5.7,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,26.897737627298177,22.381233392987077,13.50475768250748,0.10658307459218695,11.85715505591947,0.11256753589705357,3475.78918243335,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,939.4870412361926,0.0,0.0,6208.296526316626,2397653.3604837293,0.0,0.0,9168253.957956713 
 06/23  19:00:00,11.9,75.5,3.75,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,26.883736510305646,23.30750564358391,12.70107374733411,0.10024019108217196,10.5352486227086,0.10001783496363087,604.5899818655512,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,290.41197272990837,0.0,0.0,322.2059146154227,767464.4282319536,0.0,0.0,488241.17043473537 
 06/23  20:00:00,11.5,80.0,2.725,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,23.714320891775532,20.958747229231147,4.145399840257987,0.032716578170147594,3.4610002033191942,0.032857482489641925,6141.662884866932,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,7695.188838856367,6550.537197241465,0.0,11476351.382220801,0.0,9681363.82216965 
 06/23  21:00:00,11.1,84.75,2.225,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,22.896896819971108,22.710018656936008,8.336770254388245,0.06579596811517215,7.397121027393174,0.07022558808238177,336.93781629681604,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,133.80219888871852,0.0,0.0,296736.4411368811,0.0,0.0 
 06/23  22:00:00,10.774999999999999,86.75,1.275,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,22.091591750812277,22.852412301675578,5.951068906939897,0.046967390020866355,5.034647243928613,0.04779711757897631,3578.4675511108494,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,7764.567166902028,0.0,0.0,11948531.819617128,0.0,0.0 
 06/23  23:00:00,10.55,88.5,1.0,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,22.171814708279495,22.82414349730578,7.2470610050674775,0.057195698126278366,6.357335684450264,0.060354242606594694,380.58789034658463,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,201.88531141853352,0.0,0.0,453718.310592457,0.0,0.0 
 06/23  24:00:00,10.5,86.75,1.0,23.582180013895513,26.9,22.1,27.0,22.0,23.582180013895513,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,22.74588680181276,22.723355158869197,7.649913119280535,0.060375112222275554,6.663115485328563,0.06325720529449325,254.43093455052912,11.778680555555553,14.491454587562162,11.778680555555553,14.491454587562162,22.1,26.9,22.1,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/24  01:00:00,10.274999999999999,83.0,1.0,23.501680762505963,26.9,22.1,27.0,22.0,23.501680762505963,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,22.9067907232766,22.617311004721568,7.919037320790107,0.062499110706247724,6.936637478292853,0.06585392403658899,254.43093455052914,11.781249999999996,14.003580336716396,11.781249999999996,14.003580336716396,22.1,26.9,22.1,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/24  02:00:00,10.125,82.0,1.0,23.421181511116412,26.9,22.1,27.0,22.0,23.421181511116412,-27.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,22.93154431151728,22.509825146227353,8.042060978390595,0.0634700455414296,6.97294681089414,0.06619863169046697,254.43093455052914,11.781249999999996,14.003580336716396,11.781249999999996,14.003580336716396,22.1,26.9,22.1,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
