Date/Time,BLOCK1:ZONE2:Zone Thermostat Operative Temperature [C](Hourly),BLOCK1:ZONE1:Zone Thermostat Operative Temperature [C](Hourly),BLOCK2:ZONE2:Zone Thermostat Operative Temperature [C](Hourly),BLOCK2:ZONE1:Zone Thermostat Operative Temperature [C](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK2:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK2:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK2:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK2:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly) 
 01/01  12:00:00,16.908239324749673,17.34495203145741,17.139987449301067,17.615970172338432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  13:00:00,16.96660682446045,17.487261368674563,17.292719838430557,17.836953844634362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  14:00:00,16.970086708504873,17.572821979400008,17.390254136870613,17.978568294332604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,16.86327163477032,17.473964925679077,17.37000084508241,17.914777797047456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,16.705193928796504,17.194172977310345,17.178422586784293,17.6583662095155,0.0,0.0,0.0,0.0,86.21737622103632,0.0,0.0,0.0 
 01/01  17:00:00,16.627461257652318,16.886704448463476,16.891721090061317,17.314576429731552,0.0,0.0,0.0,0.0,193.2878097026869,81.48913307577403,49.35958654676261,0.0 
 01/01  18:00:00,16.62485275175527,16.73875350620472,16.721217203321824,16.982151767793088,0.0,0.0,0.0,0.0,258.769795365078,265.2227536145992,204.992587948991,11.72360607185867 
 01/01  19:00:00,16.661230833160097,16.69160084429314,16.668523025045847,16.783420427255436,0.0,0.0,0.0,0.0,292.9585749535768,347.40996700826383,324.4529943851272,78.16048872777436 
 01/01  20:00:00,16.683148013277034,16.671595511909082,16.65622616610559,16.693753486932305,0.0,0.0,0.0,0.0,340.29387119371006,454.4126990024517,441.4337852268894,146.07230219253336 
 01/01  21:00:00,16.699095275192107,16.67196867011367,16.663752351065938,16.66502976112791,0.0,0.0,0.0,0.0,385.9645295188361,556.7604253527386,539.1861968631409,203.09594411715415 
 01/01  22:00:00,16.70953786672046,16.680333778100646,16.676614676326025,16.665410943953816,0.0,0.0,0.0,0.0,426.5611453712496,647.820230966968,621.8661126915567,251.7262946476759 
 01/01  23:00:00,16.710992338984823,16.683260897334044,16.684802298693718,16.671262250317113,0.0,0.0,0.0,0.0,485.3418046293031,771.2444292281082,705.483618174939,298.9713669488324 
 01/01  24:00:00,16.722945082715043,16.699719096418406,16.702428216171036,16.690629617851187,0.0,0.0,0.0,0.0,510.24289425474365,828.670297744045,752.9465641661196,327.29960530514904 
 01/02  01:00:00,16.72488271768373,16.705254530044883,16.70883562202992,16.699263265987867,0.0,0.0,0.0,0.0,543.7729853291444,902.401106567934,807.0043523024189,357.65162261065063 
 01/02  02:00:00,16.730024512495525,16.713851966249322,16.717846463436647,16.71014830868934,0.0,0.0,0.0,0.0,565.2497863538305,949.1000573375783,845.9490996569391,380.3216633991766 
 01/02  03:00:00,16.73719465129843,16.72500641646639,16.730258050614555,16.724271796446207,0.0,0.0,0.0,0.0,570.2576528963885,968.3080433468947,858.2665387764275,389.2239284598976 
 01/02  04:00:00,16.737077589756318,16.72666109259891,16.73126233840366,16.72606897249965,0.0,0.0,0.0,0.0,583.7002617348164,999.6099823378252,885.5069912550771,405.4512040939102 
 01/02  05:00:00,16.74025806704327,16.732156197125484,16.737095702965497,16.73276961504533,0.0,0.0,0.0,0.0,589.0516223596742,1017.2711391562768,896.8693433842889,413.4531254920648 
 01/02  06:00:00,16.73736210090071,16.72988326477072,16.734200541260883,16.730233402285258,0.0,0.0,0.0,0.0,608.6834116265666,1060.4138640216825,925.5411140884564,429.81374357547486 
 01/02  07:00:00,16.74136699108262,16.73574409220925,16.738148216275654,16.735269376214923,0.0,0.0,0.0,0.0,624.6974752916894,1092.6702084684637,942.3397262168317,439.6690954389803 
 01/02  08:00:00,16.836084212147007,16.85952816030844,16.85474210376448,16.828663270032024,0.0,0.0,0.0,0.0,238.59955088589,100.53466522757158,45.12969292534189,81.5863657555989 
 01/02  09:00:00,16.994268966615333,17.336740832118835,17.23344130625311,17.1928193334399,0.0,0.0,0.0,0.0,35.17747535381845,0.0,0.0,0.0 
 01/02  10:00:00,17.731882184170793,18.982005905036694,18.22781190425254,18.65594118636692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  11:00:00,18.464936331476302,16.09051484230997,15.751955911667705,16.04313477974342,0.0,0.0,0.0,0.0,0.0,5640.561105197106,4995.869185414075,2551.5471635016434 
 01/02  12:00:00,15.01862541178238,17.142651470801134,18.027820901886376,20.48904526307534,0.0,0.0,0.0,150.39954798667304,2260.872429815032,5365.34446229922,355.6743329053363,0.0 
 01/02  13:00:00,18.49023287426249,19.390002677187375,15.401022802578925,20.55598593931628,0.0,39.69811531459642,0.0,476.9093543804721,0.0,273.176177702633,5776.692014373655,0.0 
 01/02  14:00:00,15.850763081453202,20.550671204498386,17.093763741001275,20.550615312405718,0.0,774.5662112196869,0.0,628.612082734556,2238.537027764841,0.0,5237.101599593282,0.0 
 01/02  15:00:00,18.67746770961621,20.54173054328592,18.478943377365006,20.538424135064137,0.0,707.7269959638631,0.0,536.0169356939795,0.0,0.0,135.1883552802837,0.0 
 01/02  16:00:00,14.95233639456191,20.538703716827037,15.250333122929382,20.545978033336,0.0,156.45922196364987,0.0,332.8876257808862,2300.878729736506,0.0,5448.230003979424,0.0 
 01/02  17:00:00,17.58478047318759,20.51987113796947,18.725493067528014,20.52786763629441,0.0,38.978280489911796,0.0,194.0235531383169,0.0,0.0,0.0,0.0 
 01/02  18:00:00,17.663553474913925,15.303388087390543,14.95607634035429,16.503793053270023,0.0,0.0,0.0,0.0,0.0,5353.600787836762,5525.433120277941,2004.3113161041624 
 01/02  19:00:00,17.488201487546036,18.356697804552816,17.98123731127542,17.69830673014432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.95468449839487 
 01/02  20:00:00,16.990392517320274,18.274935652163713,17.8662182525362,18.22177697972591,0.0,0.0,0.0,0.0,35.4204315995336,0.0,0.0,0.0 
 01/02  21:00:00,16.76786905628294,17.68733035728659,17.321613513547724,17.952467810585816,0.0,0.0,0.0,0.0,220.82885591245463,0.0,0.0,0.0 
 01/02  22:00:00,16.718093213500076,17.09819893044,16.86180413657135,17.58291781191986,0.0,0.0,0.0,0.0,276.81175304166754,0.0,95.83564559357569,0.0 
 01/02  23:00:00,16.70480598914455,16.78621334105676,16.7160809874103,17.255860868750243,0.0,0.0,0.0,0.0,312.83101607181914,188.0433367818634,296.78211530929616,0.0 
 01/02  24:00:00,16.69753405868118,16.702753980741434,16.67687252751496,16.980494863801802,0.0,0.0,0.0,0.0,350.9729630969374,305.2873393272119,413.88449597219096,4.123289027385019 
 01/03  01:00:00,16.69513199798819,16.662388186842684,16.668373108832718,16.784988528540346,0.0,0.0,0.0,0.0,406.2954988576557,418.43278286101065,517.1103430609878,67.33543393439199 
 01/03  02:00:00,16.712155444785594,16.658633821183365,16.688695646129233,16.708323108936668,0.0,0.0,0.0,0.0,412.3150736315122,441.76242492695906,563.4347698573866,115.70182107427576 
 01/03  03:00:00,16.714230633084604,16.651491662859033,16.695504806729947,16.671290378460185,0.0,0.0,0.0,0.0,444.27650340623427,513.5260024529381,622.1810884053996,161.5552505728717 
 01/03  04:00:00,16.722474757547108,16.66267605192545,16.707445498674115,16.66799070517171,0.0,0.0,0.0,0.0,461.4685307815755,569.7437649158312,660.8921192598358,197.05349975678556 
 01/03  05:00:00,16.726395309071517,16.675540759858688,16.712423142077746,16.67374364112007,0.0,0.0,0.0,0.0,478.3088226267173,624.0317626940653,703.9262859048265,231.93695831523797 
 01/03  06:00:00,16.712209004739478,16.66768655181809,16.69986877885568,16.66587985610251,0.0,0.0,0.0,0.0,557.2779871103312,787.6372538963171,796.0599448129104,287.2841414252724 
 01/03  07:00:00,16.736078178097713,16.708860264023244,16.72483989357002,16.700796968147536,0.0,0.0,0.0,0.0,574.7862144653764,823.2724078489325,810.7628621412964,302.8151520546595 
 01/03  08:00:00,16.892766060708936,17.145228699624756,16.997514465472136,17.023223053857535,0.0,0.0,0.0,0.0,135.04444546628713,0.0,0.0,0.0 
