Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),EMS:Comfort Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature [C](Hourly),EMS:Adaptive Heating Setpoint Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature_No Tolerance [C](Hourly),EMS:Adaptive Heating Setpoint Temperature_No Tolerance [C](Hourly),EMS:Ventilation Setpoint Temperature [C](Hourly),EMS:Minimum Outdoor Temperature for ventilation [C](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE2 [m2](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE1 [m2](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE2 [m3](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE1 [m3](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE1 [H](Hourly),BLOCK1:ZONE2:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE1:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),AHST_SCH_BLOCK1_ZONE2:Schedule Value [](Hourly),ACST_SCH_BLOCK1_ZONE2:Schedule Value [](Hourly),AHST_SCH_BLOCK1_ZONE1:Schedule Value [](Hourly),ACST_SCH_BLOCK1_ZONE1:Schedule Value [](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Cooling Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Heating Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Cooling Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Heating Electricity Energy [J](Hourly) 
 01/29  18:00:00,1.1749999999999998,75.75,1.0,19.868920063651633,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.064241557354535,18.069015645267164,10.256257776721494,0.08094506494321907,9.46125750556175,0.08982175225556256,1511.9647990202152,4.74298611111111,3.2391517080352457,4.74298611111111,3.2391517080352457,18.1,24.9,18.1,24.9,0.0,0.0,877.6466409081467,784.7131135559321,0.0,2379647.975486792,0.0,2107683.923946757 
 01/29  19:00:00,1.2,76.0,1.0,19.868920063651633,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.076106086394045,18.08005044475268,10.280409258258732,0.08113567474301797,9.471228077752638,0.08991640925698649,1540.4737621327001,4.74298611111111,3.2391517080352457,4.74298611111111,3.2391517080352457,18.1,24.9,18.1,24.9,0.0,0.0,898.7071129628124,802.6133002963236,0.0,2436081.9662048365,0.0,2154754.0304816957 
 01/29  20:00:00,1.2,76.0,1.0,19.868920063651633,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.08573043621883,18.088483647788134,10.274221185143805,0.0810868368538906,9.476843000171993,0.08996971529692771,1553.5531616698256,4.74298611111111,3.2391517080352457,4.74298611111111,3.2391517080352457,18.1,24.9,18.1,24.9,0.0,0.0,907.582547767546,810.5825664661782,0.0,2461418.427347918,0.0,2176898.618222366 
 01/29  21:00:00,1.05,78.25,1.0,19.868920063651633,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.09006841873378,18.091911705705115,10.35107772712109,0.08169340875536744,9.533306065390619,0.09050575518937072,1568.7425672428499,4.74298611111111,3.2391517080352457,4.74298611111111,3.2391517080352457,18.1,24.9,18.1,24.9,0.0,0.0,918.6532093339755,820.3660303136724,0.0,2491034.6652470306,0.0,2202441.1208514296 
 01/29  22:00:00,0.925,82.0,0.25,19.868920063651633,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.095583888475392,18.096444532695518,10.389237762275313,0.08199457771884698,9.259368051165094,0.08790508689208765,1564.805192854334,4.74298611111111,3.2391517080352457,4.74298611111111,3.2391517080352457,18.1,24.9,18.1,24.9,0.0,0.0,917.8244410037264,817.7601917501198,0.0,2485886.36685111,0.0,2193217.72274049 
 01/29  23:00:00,0.8250000000000001,85.25,0.0,19.868920063651633,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.096040009944264,18.096522890197484,10.391171377841815,0.08200983831788933,9.233464650711962,0.08765916938939733,1570.5450356251981,4.74298611111111,3.2391517080352457,4.74298611111111,3.2391517080352457,18.1,24.9,18.1,24.9,0.0,0.0,923.3685190586759,822.8876260160288,0.0,2496748.9239685945,0.0,2203160.162639311 
 01/29  24:00:00,0.875,86.0,0.0,19.868920063651633,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.096515070836887,18.09696205827551,10.364177626351346,0.08179679658131986,9.209471814727332,0.08743139009383827,1573.573597910819,4.74298611111111,3.2391517080352457,4.74298611111111,3.2391517080352457,18.1,24.9,18.1,24.9,0.0,0.0,927.5679727974589,826.5490242837393,0.0,2502682.870716831,0.0,2208161.721463662 
 01/30  01:00:00,0.675,86.0,0.0,19.799978057286467,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.094621582449754,18.09516317508922,10.456147852054666,0.0825226496219186,9.291206326510768,0.0882073479476252,1595.2264457841857,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,940.7637158032301,838.0093080948895,0.0,2545132.245381912,0.0,2244464.527805437 
 01/30  02:00:00,0.6749999999999999,80.0,0.0,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.095411379308786,18.096007418505387,10.497985824623491,0.08285284582802047,9.328384138302443,0.0885603006284071,1610.777112310223,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,947.2738101013904,843.5916818752099,0.0,2575676.071090742,0.0,2270546.5383083317 
 01/30  03:00:00,0.625,79.5,0.75,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.093498841622896,18.093829620570354,10.779885843458953,0.08507767439891711,9.432503569127881,0.08954877279662524,1633.6981116529591,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,963.7168192302067,857.6252730088752,0.0,2620969.2175549194,0.0,2308545.2415580247 
 01/30  04:00:00,0.75,79.25,0.25,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.098906073030758,18.099448018691145,10.524785290898938,0.0830643542149326,9.333257633872488,0.08860656783035714,1620.247060059501,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,954.1956188695668,849.8464924549187,0.0,2593888.1000394076,0.0,2286710.4917020197 
 01/30  05:00:00,0.8,80.5,0.0,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.09949749432193,18.09987813479418,10.438997203983769,0.08238729222820448,9.275939982241633,0.08806241480401461,1615.2817968383783,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,952.2841795053298,847.8946666116317,0.0,2584586.555339695,0.0,2277924.4327230863 
 01/30  06:00:00,0.8,75.0,1.125,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.094636641088545,18.095426875205767,10.64767098334308,0.08403420019306902,9.817640232809483,0.09320512079998598,1647.2798709612375,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,970.5870690640577,866.1425245032715,0.0,2644198.261635642,0.0,2334699.1916180137 
 01/30  07:00:00,0.725,79.0,0.375,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.09944797458327,18.09973906225131,10.549650813840104,0.0832605994159735,9.418820309907492,0.08941886888913511,1633.61262679901,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,963.7959909510682,857.78032073914,0.0,2620714.1999456873,0.0,2308442.4375682417 
 01/30  08:00:00,0.7,86.25,0.75,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.177441346647804,18.170170669090805,10.529896674496582,0.08310469458919661,9.503075827223567,0.09021876025643805,449.9345444761867,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,88.18374165413486,131.79883652406696,0.0,252912.98228099247,0.0,375703.9104102244 
 01/30  09:00:00,0.775,77.5,1.0,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.247332031043676,18.201585799170143,10.747028930180273,0.08481835905826599,9.598598162746471,0.09112561471538996,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  10:00:00,0.8,68.0,1.0,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.459545671884904,18.380420992060724,10.802846977359334,0.08525888966428952,9.662527567192178,0.09173253732843506,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  11:00:00,0.875,69.0,1.0,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.72091648062208,18.617169709233377,10.588272954941747,0.08356541544027568,9.71518432334561,0.09223244150111135,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  12:00:00,0.975,68.5,1.8250000000000002,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.96666458115742,18.8381488046792,10.759836786643316,0.08491944200642837,10.567030541200861,0.10031956098761233,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  13:00:00,1.15,70.25,1.275,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.20986020455139,19.059378525663238,10.860182039434976,0.08571139294806715,10.028662922687685,0.09520849379341736,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  14:00:00,1.3499999999999999,71.75,1.8250000000000002,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.59009238439286,19.409166732356123,11.790806918194608,0.09305612753731943,10.496537630626243,0.09965032682442793,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  15:00:00,1.55,70.5,1.65,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.68081618781418,19.496160452838815,11.366735746611095,0.08970924709889236,10.377948766424119,0.09852448709600176,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  16:00:00,1.45,68.5,2.325,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.735914342559475,19.533746443673742,11.458763284439641,0.09043555246175125,11.434654665643382,0.10855647020510419,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  17:00:00,1.25,73.25,2.225,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.744627752041204,19.52049022105481,11.208185858660404,0.0884579299756003,11.300844507378008,0.10728612502340665,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  18:00:00,1.2,73.5,2.1,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.678058283325736,19.435646400141547,11.43894505117748,0.09027914178902946,11.182008337024033,0.10615793745993954,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  19:00:00,1.125,73.0,1.65,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.575634125063626,19.319858458410252,10.955055117958409,0.08646015606124402,10.555917392374155,0.10021405677740511,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  20:00:00,1.1,74.5,1.125,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.09193481868502,18.827983793951603,10.856125267744307,0.08567937584640008,9.893254157630098,0.09392297201778821,246.9843389766772,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  21:00:00,1.1,73.5,1.8250000000000002,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.396665098956003,18.249082212086392,11.361415123752549,0.08966725535373547,10.256175137933736,0.09736841236882154,549.9321148993389,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,119.01555689293517,244.2546190603443,0.0,336908.9995238468,0.0,682723.4640165783 
 01/30  22:00:00,0.95,73.75,2.1,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.0988803975015,18.06592363691215,11.311987763399381,0.08927716171716174,10.61567286643749,0.10078135360703641,1015.6169541314489,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,476.30523910748207,500.2823286884971,0.0,1317286.3183100717,0.0,1367215.1311887237 
 01/30  23:00:00,0.75,72.5,2.1,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.036367595376426,18.035066408673305,11.309985959333154,0.08926136295667113,10.74146341081766,0.1019755634789024,1228.6336689344193,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,640.6294694291353,624.0088681320543,0.0,1760965.1851167455,0.0,1697549.7191427005 
 01/30  24:00:00,0.625,74.25,2.1,19.731036050921304,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.033639351878072,18.043739913344634,10.934810619642494,0.0863003811933927,10.840983482306921,0.10292037099529325,1349.335154727231,4.637152777777777,2.821321366428197,4.637152777777777,2.821321366428197,18.1,24.9,18.1,24.9,0.0,0.0,734.4582177611969,694.801216676689,0.0,2012204.7592242206,0.0,1884772.6079668698 
 01/31  01:00:00,0.45,75.0,2.1,19.669351195829172,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.04768732962301,18.05926297607013,10.950992366954708,0.0864280917692769,10.91469643887273,0.10362017510894167,1425.2201976338886,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,791.7709259565344,737.2728329051859,0.0,2171044.605115897,0.0,2001582.9258157117 
 01/31  02:00:00,0.25,78.0,2.1,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.06230668888975,18.07184586647374,10.947567178501874,0.08640105928746988,10.970526216100385,0.1041502027945509,1473.4138858456863,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,828.0893642133815,765.5282354981312,0.0,2270307.9882153627,0.0,2077343.8932716777 
 01/31  03:00:00,0.125,80.5,1.65,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.07504945997176,18.082049574752226,10.815435906554452,0.08535824478127743,10.456650438856531,0.0992716522713674,1494.0726371437556,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,846.1126738939822,774.960705792326,0.0,2319561.256999861,0.0,2103065.144731878 
 01/31  04:00:00,0.025,80.25,1.9500000000000002,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.079977051255472,18.08482305086141,10.971524659184485,0.08659013798185794,10.866836644704195,0.10316581155607554,1531.9044632711561,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,871.2650340549756,798.9013694202645,0.0,2391093.152066678,0.0,2168995.0767925316 
 01/31  05:00:00,-0.07500000000000001,83.0,1.275,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.08685351274935,18.090427732007026,10.911556611424814,0.08611685448741985,10.202968336108025,0.09686328626173794,1538.9153419924505,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,880.5457009093832,799.7406751137843,0.0,2414818.995008651,0.0,2170663.653498187 
 01/31  06:00:00,-0.1,83.25,1.15,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.08865465905766,18.09130615007759,10.903903156262652,0.0860564514204701,10.08885650763317,0.09577994988909694,1556.6995292438396,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,894.359757468006,809.9371923690338,0.0,2452273.1476806747,0.0,2197801.3104045372 
 01/31  07:00:00,-0.025,83.0,1.425,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.089236387142194,18.09137204413632,10.866624728060353,0.0857622403292995,10.294900359552734,0.09773605559809191,1576.9557901302542,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,909.1898910711249,824.6195836527786,0.0,2489677.9321513083,0.0,2233958.6300506466 
 01/31  08:00:00,0.22499999999999998,84.5,2.325,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.170679653437375,18.164467279782123,11.189754149549964,0.08831246211359461,11.349109327894272,0.10774433374973322,406.27599846368093,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,46.59144729644807,116.72206225542493,0.0,134776.17038955752,0.0,335321.11738488113 
 01/31  09:00:00,0.3,82.0,3.35,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.257580606395145,18.18860269315745,11.295009918304057,0.08914316812966083,12.912341562779321,0.122585094445361,246.9843389766772,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  10:00:00,0.5249999999999999,78.0,3.225,19.607666340737044,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.49480321481942,18.36311156278203,11.081640295203322,0.08745919933960179,12.594733631911389,0.11956983977503297,246.9843389766772,4.516944444444444,2.4474737598092244,4.516944444444444,2.4474737598092244,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
